,0,1,2
14662,dodatkowy,1,płatności
14663,miesięczne,3,płatności
14664,głowa,1,płatności
14665,komorowicka,1,płatności
14666,wynosi,4,płatności
14667,rąk,1,płatności
14668,rozliczenia,15,płatności
14669,nabyć,1,płatności
14670,strony,1,płatności
14671,klubowa,1,płatności
14672,zacząć,1,płatności
14673,bankowego,2,płatności
14674,uiściłem,1,płatności
14675,zawyżony,1,płatności
14676,poznać,1,płatności
14677,dostałam,118,płatności
14678,numerem,3,płatności
14679,obecnego,1,płatności
14680,dostarczane,1,płatności
14681,odpowiedz,1,płatności
14682,pakiet,1,płatności
14683,teren,1,płatności
14684,droższe,1,płatności
14685,podatkowego,1,płatności
14686,wpływają,1,płatności
14687,opłacany,1,płatności
14688,odsetkowa,1,płatności
14689,pozostaniesz,1,płatności
14690,dąbrówki,1,płatności
14691,popsute,1,płatności
14692,przedostać,1,płatności
14693,odbiorcy,3,płatności
14694,kurcze,1,płatności
14695,niesłusznie,5,płatności
14696,odliczenia,3,płatności
14697,iwonko,1,płatności
14698,powinnam,2,płatności
14699,miałeś,1,płatności
14700,wstępny,1,płatności
14701,odblokowali,1,płatności
14702,sprawdzić,14,płatności
14703,złożę,1,płatności
14704,furtek,1,płatności
14705,zrozumieć,1,płatności
14706,potrzeby,1,płatności
14707,mojej,17,płatności
14708,pitu,3,płatności
14709,pójdę,1,płatności
14710,dekodery,1,płatności
14711,pieniędzy,1,płatności
14712,odstąpienie,1,płatności
14713,przyszłą,1,płatności
14714,niezapłaconej,7,płatności
14715,podane,1,płatności
14716,męża,1,płatności
14717,okale,1,płatności
14718,błędnego,2,płatności
14719,problem,2,płatności
14720,rzeźnej,1,płatności
14721,skonsultować,4,płatności
14722,aktualną,1,płatności
14723,chcesz,1,płatności
14724,przychodzić,1,płatności
14725,prawdę,2,płatności
14726,dopłat,1,płatności
14727,umownych,1,płatności
14728,docelowy,1,płatności
14729,przyszedł,3,płatności
14730,dasz,1,płatności
14731,bieżąco,1,płatności
14732,zerwanie,2,płatności
14733,ostatnich,1,płatności
14734,początku,1,płatności
14735,papierosa,1,płatności
14736,kablówkę,8,płatności
14737,koniec,4,płatności
14738,wielkość,1,płatności
14739,nadeszła,1,płatności
14740,kierowanie,1,płatności
14741,ważny,1,płatności
14742,gwarek,1,płatności
14743,swoich,1,płatności
14744,otrzymaliśmy,3,płatności
14745,nadpłaciła,1,płatności
14746,potrzebuje,1,płatności
14747,zmian,2,płatności
14748,wyłącznie,2,płatności
14749,otrzymywałam,3,płatności
14750,babcia,1,płatności
14751,zmianę,4,płatności
14752,ponownie,2,płatności
14753,telewizji,12,płatności
14754,wyraziłem,1,płatności
14755,usługę,15,płatności
14756,lekko,1,płatności
14757,pozycję,2,płatności
14758,mówiłam,2,płatności
14759,zrobił,1,płatności
14760,zatykał,1,płatności
14761,drugi,15,płatności
14762,duża,6,płatności
14763,wysokie,1,płatności
14764,stanie,4,płatności
14765,dopiero,3,płatności
14766,kontaktuje,15,płatności
14767,zasięgnąć,1,płatności
14768,wystawiono,4,płatności
14769,trzech,1,płatności
14770,napisane,2,płatności
14771,otrzymywałem,1,płatności
14772,warszawie,1,płatności
14773,bzdurne,1,płatności
14774,rzeczka,1,płatności
14775,opłacać,2,płatności
14776,jakieś,5,płatności
14777,wezwanie,1,płatności
14778,pocztową,1,płatności
14779,płacze,1,płatności
14780,pracownikiem,1,płatności
14781,czeladź,1,płatności
14782,zapłacone,7,płatności
14783,rozwiązaniu,3,płatności
14784,skowronek,1,płatności
14785,zapłacenie,5,płatności
14786,zakończenia,1,płatności
14787,skończyły,16,płatności
14788,zgadzam,7,płatności
14789,dniu,1,płatności
14790,docierają,1,płatności
14791,górnośląskie,1,płatności
14792,2021,4,płatności
14793,upewnić,1,płatności
14794,podwyżki,12,płatności
14795,postawię,1,płatności
14796,zbiorczą,1,płatności
14797,trafi,1,płatności
14798,potrzebne,3,płatności
14799,ulicę,1,płatności
14800,wysłanie,4,płatności
14801,książeczkę,13,płatności
14802,witam,2,płatności
14803,aktywna,1,płatności
14804,modzelewska,1,płatności
14805,otrzymają,1,płatności
14806,internetowe,1,płatności
14807,paczkowską,1,płatności
14808,mailowo,1,płatności
14809,dotyczyła,1,płatności
14810,zamówieniem,1,płatności
14811,uzgodnić,1,płatności
14812,siedziby,1,płatności
14813,telewizja,2,płatności
14814,idiotko,1,płatności
14815,każdej,1,płatności
14816,ostatni,8,płatności
14817,zaległościami,1,płatności
14818,przyjdą,7,płatności
14819,prawa,2,płatności
14820,black,1,płatności
14821,nacisnąć,1,płatności
14822,halo,35,płatności
14823,temat,113,płatności
14824,korygujące,2,płatności
14825,wczoraj,6,płatności
14826,wersji,1,płatności
14827,swojej,3,płatności
14828,zawarłam,1,płatności
14829,dniach,1,płatności
14830,ruch,1,płatności
14831,dni,2,płatności
14832,związanej,1,płatności
14833,wybuch,1,płatności
14834,zostało,2,płatności
14835,potwierdzania,1,płatności
14836,naliczone,12,płatności
14837,koncie,5,płatności
14838,wojsko,1,płatności
14839,tematy,1,płatności
14840,dostawałem,1,płatności
14841,najeżdżasz,1,płatności
14842,złożenie,1,płatności
14843,zmieniono,1,płatności
14844,niejasna,1,płatności
14845,zamek,1,płatności
14846,abonenta,2,płatności
14847,jaką,9,płatności
14848,terminową,1,płatności
14849,potrzebny,3,płatności
14850,macie,1,płatności
14851,otrzymać,10,płatności
14852,porozumieć,1,płatności
14853,chce,5,płatności
14854,ostatnią,18,płatności
14855,połowę,2,płatności
14856,uaktualniona,1,płatności
14857,rzeczy,3,płatności
14858,podano,1,płatności
14859,zorientować,5,płatności
14860,przelewowe,1,płatności
14861,powinienem,3,płatności
14862,białej,1,płatności
14863,umową,7,płatności
14864,interesuje,12,płatności
14865,dostawać,4,płatności
14866,rozerwało,1,płatności
14867,druczki,3,płatności
14868,nieprawidłowości,3,płatności
14869,danych,2,płatności
14870,dotychczas,5,płatności
14871,skrzynkę,1,płatności
14872,zapłacona,6,płatności
14873,starszą,1,płatności
14874,salonu,1,płatności
14875,wysyłania,1,płatności
14876,półrocze,1,płatności
14877,knurowie,1,płatności
14878,przysyłanie,1,płatności
14879,któregoś,1,płatności
14880,oławską,1,płatności
14881,skasować,1,płatności
14882,przesłał,1,płatności
14883,czasu,1,płatności
14884,nigdzie,1,płatności
14885,nazwać,1,płatności
14886,przekierować,15,płatności
14887,przeszło,1,płatności
14888,zapłacić,33,płatności
14889,usługi,25,płatności
14890,dłużej,1,płatności
14891,wystawiona,24,płatności
14892,otrzymałem,24,płatności
14893,przelewu,2,płatności
14894,wysłany,2,płatności
14895,kabel,1,płatności
14896,opłacenia,18,płatności
14897,wóz,1,płatności
14898,niezależnym,1,płatności
14899,hb,1,płatności
14900,przysyłają,2,płatności
14901,przemyśli,1,płatności
14902,żeśmy,3,płatności
14903,zawieszony,1,płatności
14904,niezapłaconą,1,płatności
14905,dotarł,1,płatności
14906,niedopłatę,2,płatności
14907,jakbym,1,płatności
14908,załatwiać,1,płatności
14909,pawła,2,płatności
14910,dokładkę,1,płatności
14911,miesięczna,1,płatności
14912,wynik,1,płatności
14913,ogólna,1,płatności
14914,zdenerwowany,1,płatności
14915,internetu,12,płatności
14916,spod,1,płatności
14917,dostaje,1,płatności
14918,staszów,1,płatności
14919,konsultantem,4,płatności
14920,przesyłania,1,płatności
14921,wirtualnie,1,płatności
14922,pójść,1,płatności
14923,stronę,2,płatności
14924,trwa,1,płatności
14925,skarbowego,2,płatności
14926,blankietów,16,płatności
14927,quad,1,płatności
14928,papierkowej,2,płatności
14929,niby,1,płatności
14930,pośrednictwem,1,płatności
14931,głąbie,1,płatności
14932,jakąś,3,płatności
14933,wyślecie,2,płatności
14934,wypisywać,1,płatności
14935,tysiące,11,płatności
14936,księgowości,1,płatności
14937,zlecenia,1,płatności
14938,przepraszam,2,płatności
14939,korzystam,3,płatności
14940,listą,1,płatności
14941,chcieli,1,płatności
14942,zdobyć,1,płatności
14943,odnowa,1,płatności
14944,podwyższenia,1,płatności
14945,chrobrego,1,płatności
14946,dużą,6,płatności
14947,opłaca,1,płatności
14948,inaczej,3,płatności
14949,włączenia,1,płatności
14950,połowa,3,płatności
14951,korekty,4,płatności
14952,mógł,1,płatności
14953,środki,1,płatności
14954,posłów,1,płatności
14955,obniżek,1,płatności
14956,płacić,19,płatności
14957,obwisłe,1,płatności
14958,wpłacić,1,płatności
14959,dowie,1,płatności
14960,cholery,1,płatności
14961,opary,1,płatności
14962,zmiana,5,płatności
14963,długo,3,płatności
14964,poprzednim,1,płatności
14965,wystawić,1,płatności
14966,świadczeniowe,1,płatności
14967,zakładowa,1,płatności
14968,kolbuszowej,1,płatności
14969,następny,2,płatności
14970,rozłożenia,1,płatności
14971,gdańsku,1,płatności
14972,zapłatę,15,płatności
14973,ściborka,1,płatności
14974,przekazem,1,płatności
14975,szósty,1,płatności
14976,gra,1,płatności
14977,przeoczony,1,płatności
14978,stale,1,płatności
14979,uregulować,1,płatności
14980,wymiarów,1,płatności
14981,tamtym,1,płatności
14982,czyż,1,płatności
14983,tydzień,1,płatności
14984,niedopłata,3,płatności
14985,zgubiłem,1,płatności
14986,zgłosić,5,płatności
14987,dziękuję,8,płatności
14988,osobna,1,płatności
14989,telefoniczne,2,płatności
14990,niezapłacone,3,płatności
14991,płatność,5,płatności
14992,spłat,1,płatności
14993,wypłatę,1,płatności
14994,dostać,11,płatności
14995,otrzymam,4,płatności
14996,długiego,1,płatności
14997,wracaj,1,płatności
14998,finansowych,2,płatności
14999,naliczają,1,płatności
15000,przysłać,5,płatności
15001,jasnocha,1,płatności
15002,tamtego,3,płatności
15003,okres,2,płatności
15004,porzeczki,1,płatności
15005,wysyłamy,1,płatności
15006,powodu,2,płatności
15007,aha,1,płatności
15008,telefon,14,płatności
15009,numerze,1,płatności
15010,infolinię,1,płatności
15011,skład,1,płatności
15012,miały,1,płatności
15013,naliczonej,3,płatności
15014,wydrukowane,1,płatności
15015,wykonana,1,płatności
15016,kontaktowali,1,płatności
15017,czterema,1,płatności
15018,tablicy,1,płatności
15019,traugutta,2,płatności
15020,wyższy,2,płatności
15021,wpłaciłem,1,płatności
15022,dotyczy,18,płatności
15023,złote,14,płatności
15024,znać,2,płatności
15025,wyższa,5,płatności
15026,trzymałam,1,płatności
15027,korektę,4,płatności
15028,skończyłem,1,płatności
15029,damy,1,płatności
15030,celem,1,płatności
15031,wystawiane,3,płatności
15032,prawda,3,płatności
15033,pojawiło,1,płatności
15034,sześćset,1,płatności
15035,przyszłość,1,płatności
15036,nadal,1,płatności
15037,daewoo,1,płatności
15038,kępa,1,płatności
15039,podpisaną,1,płatności
15040,nadesłanie,2,płatności
15041,punktów,1,płatności
15042,ponowne,2,płatności
15043,nowego,7,płatności
15044,ścielą,1,płatności
15045,waszym,2,płatności
15046,tamto,1,płatności
15047,aleje,1,płatności
15048,każdym,1,płatności
15049,wysłana,6,płatności
15050,kobieta,1,płatności
15051,chyba,6,płatności
15052,wystawioną,6,płatności
15053,pozycji,4,płatności
15054,staje,1,płatności
15055,przysłanymi,2,płatności
15056,mówicie,1,płatności
15057,nieopłacona,3,płatności
15058,odzyskać,1,płatności
15059,tablet,1,płatności
15060,telewizyjne,1,płatności
15061,fak,1,płatności
15062,brakiem,1,płatności
15063,dzwonię,72,płatności
15064,minusem,1,płatności
15065,biling,1,płatności
15066,wysyłacie,3,płatności
15067,ślęczka,1,płatności
15068,efekt,1,płatności
15069,wystawiana,1,płatności
15070,rozmawiała,1,płatności
15071,korygująca,2,płatności
15072,podłączamy,1,płatności
15073,zawyżonej,3,płatności
15074,szybszy,1,płatności
15075,ósmym,1,płatności
15076,odbyło,1,płatności
15077,pasuje,1,płatności
15078,informacje,7,płatności
15079,interesują,5,płatności
15080,niepotrzebnie,1,płatności
15081,płacił,1,płatności
15082,robił,1,płatności
15083,aktywne,1,płatności
15084,błędne,4,płatności
15085,obecny,2,płatności
15086,bieżącego,2,płatności
15087,zgubiła,2,płatności
15088,zobowiązań,1,płatności
15089,możesz,1,płatności
15090,zima,1,płatności
15091,nadeślą,1,płatności
15092,powiadomienia,1,płatności
15093,namysłów,1,płatności
15094,terminu,3,płatności
15095,działania,1,płatności
15096,wystawiliście,3,płatności
15097,bt,1,płatności
15098,złożony,1,płatności
15099,robię,1,płatności
15100,rzeczywistości,1,płatności
15101,szczegóły,1,płatności
15102,regularnie,2,płatności
15103,mieć,5,płatności
15104,utrzymuj,1,płatności
15105,konsultanta,25,płatności
15106,miesiącu,15,płatności
15107,możliwość,1,płatności
15108,mówić,1,płatności
15109,pytanko,2,płatności
15110,raczej,1,płatności
15111,niezgadzający,1,płatności
15112,kontynuowana,1,płatności
15113,płazowo,1,płatności
15114,zawarte,1,płatności
15115,dostając,1,płatności
15116,błędną,3,płatności
15117,aktu,1,płatności
15118,zawyżoną,1,płatności
15119,finanse,2,płatności
15120,umowa,8,płatności
15121,opóźnienie,1,płatności
15122,wypił,2,płatności
15123,waszej,1,płatności
15124,bezczelnie,1,płatności
15125,sprawdzenie,6,płatności
15126,błędnie,10,płatności
15127,pocałuj,1,płatności
15128,pięciu,1,płatności
15129,żebym,4,płatności
15130,płot,2,płatności
15131,wytłumaczy,1,płatności
15132,przesyłam,1,płatności
15133,jechała,1,płatności
15134,uregulowane,1,płatności
15135,treść,1,płatności
15136,konsultant,3,płatności
15137,łączona,1,płatności
15138,kwestii,1,płatności
15139,malborska,1,płatności
15140,internet,55,płatności
15141,chciałam,11,telefon mobiny
15142,tmobile,1,telefon mobiny
15143,aparat,1,telefon mobiny
15144,wieśniaczko,1,telefon mobiny
15145,internetem,4,telefon mobiny
15146,ogóle,5,telefon mobiny
15147,kartę,7,telefon mobiny
15148,dokupić,3,telefon mobiny
15149,zastrzeżenie,1,telefon mobiny
15150,telewizorze,1,telefon mobiny
15151,unieważnienia,1,telefon mobiny
15152,mowy,1,telefon mobiny
15153,czerwonego,1,telefon mobiny
15154,wyłączenie,1,telefon mobiny
15155,wolności,1,telefon mobiny
15156,nowy,6,telefon mobiny
15157,przestał,1,telefon mobiny
15158,dodatkowy,3,telefon mobiny
15159,pesel,1,telefon mobiny
15160,sprzedaży,1,telefon mobiny
15161,telefonu,203,telefon mobiny
15162,dostaliście,1,telefon mobiny
15163,szpitala,1,telefon mobiny
15164,opłaci,1,telefon mobiny
15165,przeniesiono,1,telefon mobiny
15166,nieprawidłowo,1,telefon mobiny
15167,dociśnij,1,telefon mobiny
15168,mobilnego,12,telefon mobiny
15169,telefonach,1,telefon mobiny
15170,telefonia,1,telefon mobiny
15171,widnieje,1,telefon mobiny
15172,kończy,2,telefon mobiny
15173,połączeń,1,telefon mobiny
15174,wejścia,1,telefon mobiny
15175,zostanie,2,telefon mobiny
15176,rachunków,1,telefon mobiny
15177,strony,1,telefon mobiny
15178,posprawdzał,1,telefon mobiny
15179,łączy,1,telefon mobiny
15180,sprawa,13,telefon mobiny
15181,komorów,1,telefon mobiny
15182,kablówka,1,telefon mobiny
15183,opuszczenie,1,telefon mobiny
15184,małe,2,telefon mobiny
15185,karteczki,1,telefon mobiny
15186,połączyć,3,telefon mobiny
15187,odblokowanie,1,telefon mobiny
15188,ramach,1,telefon mobiny
15189,dostałam,2,telefon mobiny
15190,pakiet,8,telefon mobiny
15191,odnośnie,5,telefon mobiny
15192,dowiedzieć,10,telefon mobiny
15193,bomann,1,telefon mobiny
15194,pozostało,1,telefon mobiny
